##########################################################################################
### MCD_v6.1 with climatology average solar scenario.
### Ls 100.0deg. Altitude 5.0 m ALS. Local time 12.0h (at longitude 0) 
### --------------------------------------------------------------------------------------
### Column 1 is East longitude (degrees)
### Columns 2+ are Temperature (K)
### Line 1 is North latitude (degrees)
### --------------------------------------------------------------------------------------
### Retrieved on: 2023-09-20T17:33:20.176646
### Mars Climate Database (c) LMD/OU/IAA/ESA/CNES
##########################################################################################
---- ||   -9.00000e+01   -8.61702e+01   -8.23404e+01   -7.85106e+01   -7.46809e+01   -7.08511e+01   -6.70213e+01   -6.31915e+01   -5.93617e+01   -5.55319e+01   -5.17021e+01   -4.78723e+01   -4.40426e+01   -4.02128e+01   -3.63830e+01   -3.25532e+01   -2.87234e+01   -2.48936e+01   -2.10638e+01   -1.72340e+01   -1.34043e+01   -9.57447e+00   -5.74468e+00   -1.91489e+00    1.91489e+00    5.74468e+00    9.57447e+00    1.34043e+01    1.72340e+01    2.10638e+01    2.48936e+01    2.87234e+01    3.25532e+01    3.63830e+01    4.02128e+01    4.40426e+01    4.78723e+01    5.17021e+01    5.55319e+01    5.93617e+01    6.31915e+01    6.70213e+01    7.08511e+01    7.46809e+01    7.85106e+01    8.23404e+01    8.61702e+01    9.00000e+01
-----------------------------------
-077 ||    1.41168e+02    1.41077e+02    1.41188e+02    1.41644e+02    1.42849e+02    1.44438e+02    1.45341e+02    1.45541e+02    1.46221e+02    1.46716e+02    1.47788e+02    1.50367e+02    1.52359e+02    1.56813e+02    1.60478e+02    1.62874e+02    1.66530e+02    1.69959e+02    1.72772e+02    1.75155e+02    1.80406e+02    1.86037e+02    1.88303e+02    1.87212e+02    1.85110e+02    1.84198e+02    1.82814e+02    1.83930e+02    1.83382e+02    1.83163e+02    1.90159e+02    1.91653e+02    1.88915e+02    1.90582e+02    1.92149e+02    2.03664e+02    2.07085e+02    2.07642e+02    2.10511e+02    2.12823e+02    2.13137e+02    2.13999e+02    2.16604e+02    2.20326e+02    2.20829e+02    2.13462e+02    2.02156e+02    2.01368e+02
-071 ||    1.41168e+02    1.41018e+02    1.41128e+02    1.41744e+02    1.42672e+02    1.44146e+02    1.45347e+02    1.45553e+02    1.46140e+02    1.46359e+02    1.47361e+02    1.49559e+02    1.52184e+02    1.56357e+02    1.59579e+02    1.63460e+02    1.67399e+02    1.70685e+02    1.73749e+02    1.79545e+02    1.86738e+02    1.88264e+02    1.88227e+02    1.86236e+02    1.89144e+02    1.94880e+02    1.94465e+02    1.94331e+02    1.94083e+02    1.91122e+02    1.90837e+02    1.93259e+02    1.98481e+02    2.04982e+02    2.04089e+02    2.08323e+02    2.09398e+02    2.10367e+02    2.14257e+02    2.18411e+02    2.16710e+02    2.16710e+02    2.19206e+02    2.21658e+02    2.21195e+02    2.12783e+02    2.02367e+02    2.01368e+02
-065 ||    1.41168e+02    1.41000e+02    1.41104e+02    1.41772e+02    1.42650e+02    1.43988e+02    1.45271e+02    1.45703e+02    1.46160e+02    1.46140e+02    1.47106e+02    1.49424e+02    1.53540e+02    1.56884e+02    1.60723e+02    1.66366e+02    1.70532e+02    1.72687e+02    1.76269e+02    1.81678e+02    1.87769e+02    1.90110e+02    1.91803e+02    1.91432e+02    1.91313e+02    1.94077e+02    1.96524e+02    1.98301e+02    1.99912e+02    2.01653e+02    2.02896e+02    2.01437e+02    2.02233e+02    2.04699e+02    2.07857e+02    2.11135e+02    2.13258e+02    2.14919e+02    2.18103e+02    2.21591e+02    2.20237e+02    2.19879e+02    2.21931e+02    2.23172e+02    2.21877e+02    2.11288e+02    2.02293e+02    2.01368e+02
-060 ||    1.41168e+02    1.41060e+02    1.41193e+02    1.41726e+02    1.42415e+02    1.43851e+02    1.45081e+02    1.45783e+02    1.46289e+02    1.47171e+02    1.47919e+02    1.49381e+02    1.53440e+02    1.58153e+02    1.62612e+02    1.68086e+02    1.72339e+02    1.76904e+02    1.81889e+02    1.86299e+02    1.89016e+02    1.92330e+02    1.94776e+02    1.95005e+02    1.95959e+02    1.98892e+02    2.00858e+02    2.03384e+02    2.05957e+02    2.07547e+02    2.08915e+02    2.10743e+02    2.13600e+02    2.11953e+02    2.13222e+02    2.15669e+02    2.17904e+02    2.19101e+02    2.21910e+02    2.24230e+02    2.23774e+02    2.23229e+02    2.24478e+02    2.24729e+02    2.22430e+02    2.11070e+02    2.02304e+02    2.01368e+02
-054 ||    1.41168e+02    1.41074e+02    1.41170e+02    1.41728e+02    1.42431e+02    1.43780e+02    1.44987e+02    1.45779e+02    1.46250e+02    1.47853e+02    1.49474e+02    1.50649e+02    1.54075e+02    1.60059e+02    1.64444e+02    1.70024e+02    1.74312e+02    1.79021e+02    1.86162e+02    1.93843e+02    1.95535e+02    1.97818e+02    1.99083e+02    2.00573e+02    2.02028e+02    2.04395e+02    2.06648e+02    2.09713e+02    2.12522e+02    2.15517e+02    2.16401e+02    2.16672e+02    2.18845e+02    2.18507e+02    2.18989e+02    2.20309e+02    2.21134e+02    2.22487e+02    2.25132e+02    2.26189e+02    2.26074e+02    2.26048e+02    2.26031e+02    2.25232e+02    2.22599e+02    2.12544e+02    2.02187e+02    2.01368e+02
-048 ||    1.41168e+02    1.41118e+02    1.41243e+02    1.41856e+02    1.42480e+02    1.43802e+02    1.45029e+02    1.45681e+02    1.46273e+02    1.47969e+02    1.49651e+02    1.50502e+02    1.53931e+02    1.61156e+02    1.66937e+02    1.72076e+02    1.77230e+02    1.81799e+02    1.88913e+02    1.98268e+02    2.00259e+02    2.00880e+02    2.01657e+02    2.03971e+02    2.05644e+02    2.08015e+02    2.11559e+02    2.14264e+02    2.14783e+02    2.16280e+02    2.17379e+02    2.19263e+02    2.20926e+02    2.21536e+02    2.22719e+02    2.23967e+02    2.24857e+02    2.26389e+02    2.27612e+02    2.27579e+02    2.27188e+02    2.27291e+02    2.27605e+02    2.26230e+02    2.22917e+02    2.14492e+02    2.02686e+02    2.01368e+02
-042 ||    1.41168e+02    1.41173e+02    1.41368e+02    1.41954e+02    1.42581e+02    1.43819e+02    1.45021e+02    1.45555e+02    1.46440e+02    1.48521e+02    1.49574e+02    1.50589e+02    1.54244e+02    1.61344e+02    1.67754e+02    1.74301e+02    1.79226e+02    1.84834e+02    1.90962e+02    1.99914e+02    2.03804e+02    2.02594e+02    2.04448e+02    2.07885e+02    2.09513e+02    2.12949e+02    2.15904e+02    2.16774e+02    2.17209e+02    2.19009e+02    2.20971e+02    2.23562e+02    2.25351e+02    2.26016e+02    2.26819e+02    2.27785e+02    2.28463e+02    2.29105e+02    2.29281e+02    2.28754e+02    2.28025e+02    2.28473e+02    2.28508e+02    2.27433e+02    2.22311e+02    2.14749e+02    2.04548e+02    2.01368e+02
-037 ||    1.41168e+02    1.41098e+02    1.41455e+02    1.41987e+02    1.42648e+02    1.43824e+02    1.44777e+02    1.45627e+02    1.46536e+02    1.48249e+02    1.49959e+02    1.51211e+02    1.55139e+02    1.62369e+02    1.68216e+02    1.75543e+02    1.81571e+02    1.86832e+02    1.92084e+02    1.99097e+02    2.05582e+02    2.04463e+02    2.05795e+02    2.10826e+02    2.13565e+02    2.16365e+02    2.17519e+02    2.17804e+02    2.19783e+02    2.22715e+02    2.24858e+02    2.26609e+02    2.27828e+02    2.28658e+02    2.29454e+02    2.30237e+02    2.30649e+02    2.30655e+02    2.30390e+02    2.29881e+02    2.29372e+02    2.29701e+02    2.29418e+02    2.28100e+02    2.21889e+02    2.12577e+02    2.06678e+02    2.01368e+02
-031 ||    1.41168e+02    1.41031e+02    1.41548e+02    1.42075e+02    1.42781e+02    1.43976e+02    1.44984e+02    1.45827e+02    1.46406e+02    1.47606e+02    1.49455e+02    1.51380e+02    1.56727e+02    1.64018e+02    1.69406e+02    1.77072e+02    1.85289e+02    1.89996e+02    1.94649e+02    1.97984e+02    2.03548e+02    2.08024e+02    2.09407e+02    2.12674e+02    2.15167e+02    2.16509e+02    2.18328e+02    2.20857e+02    2.23228e+02    2.25238e+02    2.27170e+02    2.28753e+02    2.29652e+02    2.30466e+02    2.31234e+02    2.31968e+02    2.32324e+02    2.32152e+02    2.31741e+02    2.31055e+02    2.30118e+02    2.30270e+02    2.30407e+02    2.28856e+02    2.21322e+02    2.10648e+02    2.08123e+02    2.01368e+02
-025 ||    1.41168e+02    1.40989e+02    1.41577e+02    1.42192e+02    1.42963e+02    1.43909e+02    1.44870e+02    1.45764e+02    1.46073e+02    1.47500e+02    1.48540e+02    1.51355e+02    1.58930e+02    1.66197e+02    1.72299e+02    1.79157e+02    1.87509e+02    1.93981e+02    1.98941e+02    2.03342e+02    2.07278e+02    2.12117e+02    2.14145e+02    2.15573e+02    2.17830e+02    2.19393e+02    2.20881e+02    2.22042e+02    2.23964e+02    2.26496e+02    2.28665e+02    2.30200e+02    2.31202e+02    2.32266e+02    2.33077e+02    2.34065e+02    2.33945e+02    2.33651e+02    2.33069e+02    2.32158e+02    2.30720e+02    2.30335e+02    2.30960e+02    2.29223e+02    2.20510e+02    2.08113e+02    2.09218e+02    2.01368e+02
-020 ||    1.41168e+02    1.40974e+02    1.41633e+02    1.42288e+02    1.43053e+02    1.43970e+02    1.44775e+02    1.45498e+02    1.45890e+02    1.47362e+02    1.48640e+02    1.51733e+02    1.61028e+02    1.68832e+02    1.76080e+02    1.83339e+02    1.90498e+02    1.96322e+02    2.01879e+02    2.08575e+02    2.13251e+02    2.16301e+02    2.18407e+02    2.19036e+02    2.19553e+02    2.21026e+02    2.22431e+02    2.23952e+02    2.25628e+02    2.27886e+02    2.29933e+02    2.31340e+02    2.32485e+02    2.33706e+02    2.34589e+02    2.35282e+02    2.35438e+02    2.34840e+02    2.33986e+02    2.32965e+02    2.30794e+02    2.30510e+02    2.31051e+02    2.28944e+02    2.19225e+02    2.04551e+02    2.08988e+02    2.01368e+02
-014 ||    1.41168e+02    1.40939e+02    1.41682e+02    1.42345e+02    1.43133e+02    1.44220e+02    1.44979e+02    1.45483e+02    1.46064e+02    1.47284e+02    1.48933e+02    1.52968e+02    1.64000e+02    1.71988e+02    1.79668e+02    1.88140e+02    1.96486e+02    2.02584e+02    2.06241e+02    2.10828e+02    2.15680e+02    2.19283e+02    2.20507e+02    2.20449e+02    2.20902e+02    2.22627e+02    2.24548e+02    2.25963e+02    2.27402e+02    2.29615e+02    2.31891e+02    2.33172e+02    2.33530e+02    2.34154e+02    2.35421e+02    2.36624e+02    2.36996e+02    2.36220e+02    2.34973e+02    2.33805e+02    2.31490e+02    2.30532e+02    2.30292e+02    2.28483e+02    2.16690e+02    1.98900e+02    2.07585e+02    2.01368e+02
